video_url,video_yt,video_id,video_length
https://www.youtube.com/watch?v=XYLg6Y1eMzo,<pytube.__main__.YouTube object: videoId=XYLg6Y1eMzo>,XYLg6Y1eMzo,515
https://www.youtube.com/watch?v=muczNvx9fgg,<pytube.__main__.YouTube object: videoId=muczNvx9fgg>,muczNvx9fgg,677
https://www.youtube.com/watch?v=cEHP_LeBeyQ,<pytube.__main__.YouTube object: videoId=cEHP_LeBeyQ>,cEHP_LeBeyQ,368
https://www.youtube.com/watch?v=iUtnZpzkbG8,<pytube.__main__.YouTube object: videoId=iUtnZpzkbG8>,iUtnZpzkbG8,185
https://www.youtube.com/watch?v=TfuNwm3D3Qc,<pytube.__main__.YouTube object: videoId=TfuNwm3D3Qc>,TfuNwm3D3Qc,603
https://www.youtube.com/watch?v=Sq9eRhmnghE,<pytube.__main__.YouTube object: videoId=Sq9eRhmnghE>,Sq9eRhmnghE,659
https://www.youtube.com/watch?v=xUZOXrb1c4E,<pytube.__main__.YouTube object: videoId=xUZOXrb1c4E>,xUZOXrb1c4E,1327
https://www.youtube.com/watch?v=KaHypeOcui0,<pytube.__main__.YouTube object: videoId=KaHypeOcui0>,KaHypeOcui0,491
https://www.youtube.com/watch?v=vhpOhHEhVOg,<pytube.__main__.YouTube object: videoId=vhpOhHEhVOg>,vhpOhHEhVOg,609
